,seed,perturbation,base_reward,perturbed_reward
267,26,0.00046415888336127724,1552.9708344493629,1844.9181859309097
268,26,0.002154434690031882,1552.9708344493629,2116.950591511001
269,26,0.01,1552.9708344493629,2249.5578536338357
270,27,1e-08,1542.1082563519535,1542.1082473858035
271,27,4.641588833612782e-08,1542.1082563519535,1542.108214729592
272,27,2.1544346900318822e-07,1542.1082563519535,1542.1080630482857
273,27,1e-06,1542.1082563519535,1542.1071005410627
274,27,4.641588833612773e-06,1542.1082563519535,2110.187748828724
275,27,2.1544346900318823e-05,1542.1082563519535,1784.8197331495678
276,27,0.0001,1542.1082563519535,2090.521948238684
277,27,0.00046415888336127724,1542.1082563519535,2388.4309011202567
278,27,0.002154434690031882,1542.1082563519535,1813.676669445267
279,27,0.01,1542.1082563519535,1786.499487715123
280,28,1e-08,1846.5356072085654,1846.5348286440312
281,28,4.641588833612782e-08,1846.5356072085654,1846.5319900264615
282,28,2.1544346900318822e-07,1846.5356072085654,1846.5182658428878
283,28,1e-06,1846.5356072085654,1846.4565315045393
284,28,4.641588833612773e-06,1846.5356072085654,1845.9004619618852
285,28,2.1544346900318823e-05,1846.5356072085654,1843.042929331538
286,28,0.0001,1846.5356072085654,1848.3397785377992
287,28,0.00046415888336127724,1846.5356072085654,1557.99147073631
288,28,0.002154434690031882,1846.5356072085654,1542.704581264821
289,28,0.01,1846.5356072085654,2090.5717013398566
290,29,1e-08,2512.972792920838,2116.640926851128
291,29,4.641588833612782e-08,2512.972792920838,2110.21510746674
292,29,2.1544346900318822e-07,2512.972792920838,2105.9576186798054
293,29,1e-06,2512.972792920838,2097.6585458386876
294,29,4.641588833612773e-06,2512.972792920838,2113.2580693088908
295,29,2.1544346900318823e-05,2512.972792920838,2374.0900615268874
296,29,0.0001,2512.972792920838,1818.8693275413266
297,29,0.00046415888336127724,2512.972792920838,1508.4008762134806
298,29,0.002154434690031882,2512.972792920838,1980.2958970041764
299,29,0.01,2512.972792920838,1838.8055533558431
300,30,1e-08,2090.5683407539714,2080.89263504611
301,30,4.641588833612782e-08,2090.5683407539714,2093.437144095095
302,30,2.1544346900318822e-07,2090.5683407539714,2072.9189668528043
303,30,1e-06,2090.5683407539714,2087.0074153125315
304,30,4.641588833612773e-06,2090.5683407539714,1827.7252663062623
305,30,2.1544346900318823e-05,2090.5683407539714,1810.4351980235313
306,30,0.0001,2090.5683407539714,2082.5884609091863
307,30,0.00046415888336127724,2090.5683407539714,2555.1147685728433
308,30,0.002154434690031882,2090.5683407539714,1799.134350108009
309,30,0.01,2090.5683407539714,1778.46117873239
310,31,1e-08,1493.2365683316389,1493.236598596418
311,31,4.641588833612782e-08,1493.2365683316389,1493.236708807915
312,31,2.1544346900318822e-07,1493.2365683316389,1493.2372203583798
313,31,1e-06,1493.2365683316389,1493.2395946279175
314,31,4.641588833612773e-06,1493.2365683316389,1493.2506121906652
315,31,2.1544346900318823e-05,1493.2365683316389,1493.2988017498217
316,31,0.0001,1493.2365683316389,1491.4805158583795
317,31,0.00046415888336127724,1493.2365683316389,1490.2245102319039
318,31,0.002154434690031882,1493.2365683316389,1814.920089021589
319,31,0.01,1493.2365683316389,2088.377205019772
320,32,1e-08,1795.53779357729,1795.5378948421837
321,32,4.641588833612782e-08,1795.53779357729,1795.5384273006744
322,32,2.1544346900318822e-07,1795.53779357729,1795.5442532954867
323,32,1e-06,1795.53779357729,1798.8729414262089
324,32,4.641588833612773e-06,1795.53779357729,2054.5420545674488
325,32,2.1544346900318823e-05,1795.53779357729,1983.410385137559
